timestamp,engine_rpm,vehicle_speed,throttle_position,acceleration,engine_load,fuel_injection_rate,coolant_temperature,mass_air_flow
2026-03-22T10:09:14.626291,1922.77,48.23,70.59,0.172,81.94,10.245,75.0,5.513
2026-03-22T10:09:15.121358,2107.03,56.65,85.76,0.25,81.94,10.064,75.0,6.281
2026-03-22T10:09:15.621557,2369.93,64.84,93.11,0.202,83.0,10.357,75.0,6.969
2026-03-22T10:09:16.125620,2607.71,70.79,96.66,0.137,84.46,10.881,75.0,7.503
2026-03-22T10:09:16.622112,2787.79,74.64,98.39,0.085,85.99,11.454,75.0,7.88
2026-03-22T10:09:17.121359,2911.4,76.97,99.22,0.05,87.47,11.972,75.0,8.128
2026-03-22T10:09:17.625390,2991.04,78.32,99.62,0.029,88.84,12.394,75.0,8.285
2026-03-22T10:09:18.120492,3040.11,79.08,99.82,0.016,90.09,12.719,75.0,8.379
2026-03-22T10:09:18.621260,3069.37,79.51,99.91,0.009,91.2,12.959,75.0,8.435
2026-03-22T10:09:19.123202,3070.35,79.0,94.72,-0.067,92.04,13.111,75.0,8.289
2026-03-22T10:09:19.621674,2903.39,72.15,72.48,-0.296,91.24,12.951,75.0,7.35
2026-03-22T10:09:20.123615,2662.84,59.94,41.36,-0.475,87.67,12.35,75.0,6.023
2026-03-22T10:09:20.623771,2142.35,44.38,33.16,-0.304,82.25,11.213,75.0,4.843
2026-03-22T10:09:21.119693,1926.43,41.95,51.38,0.09,78.45,10.176,75.0,4.971
2026-03-22T10:09:21.621012,1973.69,45.8,58.54,0.144,76.25,9.626,75.0,5.261
2026-03-22T10:09:22.123730,2098.41,49.87,60.19,0.09,74.81,9.469,75.0,5.535
2026-03-22T10:09:22.620135,2155.4,50.71,55.7,-0.012,73.32,9.446,75.0,5.51
2026-03-22T10:09:23.119208,2145.38,49.91,57.97,0.047,71.69,9.387,75.0,5.557
2026-03-22T10:09:23.624112,2251.08,53.42,67.41,0.152,71.08,9.475,75.0,6.019
2026-03-22T10:09:24.119983,2423.06,58.13,71.37,0.128,71.23,9.763,75.0,6.445
